fid,ID,X_,Y_,OrigID_2,03_08_22,W_6_07_22,W_6_07,W_6_07_i,Befall_6_0,W_03_08_i,W_3_08_s,Befall_3_0,06_07_22,Bef_6_07_n,_W_22_09_i,_Bef_22_09,WKT_Geom,Pixel_Area_OM,Pixel_Area_CHM,Pos,Befallsart,Befallsart_,Befall__,fid_3,OID_,OrigID,fid_2,OrigID_2_2,_NDVI_4_3count,_NDVI_4_3sum,_NDVI_4_3mean,_NDVI_4_3median,_NDVI_4_3stdev,_NDVI_4_3min,_NDVI_4_3max,_NDVI_4_3range,_NDVI_4_3variety,_NDVI_5_3count,_NDVI_5_3sum,_NDVI_5_3mean,_NDVI_5_3median,_NDVI_5_3stdev,_NDVI_5_3min,_NDVI_5_3max,_NDVI_5_3range,_NDVI_5_3variety,_OSAVIcount,_OSAVIsum,_OSAVImean,_OSAVImedian,_OSAVIstdev,_OSAVImin,_OSAVImax,_OSAVIrange,_OSAVIvariety,_GNDVIcount,_GNDVIsum,_GNDVImean,_GNDVImedian,_GNDVIstdev,_GNDVImin,_GNDVImax,_GNDVIrange,_GNDVIvariety,_NDWIcount,_NDWIsum,_NDWImean,_NDWImedian,_NDWIstdev,_NDWImin,_NDWImax,_NDWIrange,_NDWIvariety,_RVIcount,_RVIsum,_RVImean,_RVImedian,_RVIstdev,_RVImin,_RVImax,_RVIrange,_RVIvariety,_TSAVIcount,_TSAVIsum,_TSAVImean,_TSAVImedian,_TSAVIstdev,_TSAVImin,_TSAVImax,_TSAVIrange,_TSAVIvariety,_PC1_SBcount,_PC1_SBsum,_PC1_SBmean,_PC1_SBmedian,_PC1_SBstdev,_PC1_SBmin,_PC1_SBmax,_PC1_SBrange,_PC1_SBvariety,_PC2_SBcount,_PC2_SBsum,_PC2_SBmean,_PC2_SBmedian,_PC2_SBstdev,_PC2_SBmin,_PC2_SBmax,_PC2_SBrange,_PC2_SBvariety,_PC3_SBcount,_PC3_SBsum,_PC3_SBmean,_PC3_SBmedian,_PC3_SBstdev,_PC3_SBmin,_PC3_SBmax,_PC3_SBrange,_PC3_SBvariety,_CHM_count,_CHM_sum,_CHM_mean,_CHM_median,_CHM_stdev,_CHM_min,_CHM_max,_CHM_range,_CHM_variety,fid_4,OID__2,OrigID_3,CLASS_NR,CLASS_ID,QUALITY,CLASS_NR_2,CLASS_ID_2,QUALITY_2,CLASS_NR_3,CLASS_ID_3,QUALITY_3,CLASS_NR_4,CLASS_ID_4,QUALITY_4,MASK
"1465","1465",359945.2746,5530831.4926,2908,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359944.5995416 5530831.0997945 197.242 0, 359945.00996578 5530832.22742564 197.242 0, 359945.9496584 5530831.8854055 197.242 0, 359945.539",0.000625,0.00121104,"0",,,,"1473","20807","2908","1465",2908,6395,4757.2320138216,0.743898672997905,0.784561038017273,0.153936658862693,0.112391486763954,1,0.887608513236046,0,6452,5481.83030638099,0.849632719525881,0.888003766536713,0.133603855349075,0.241664484143257,1,0.758335515856743,0,6452,5508.51499003172,0.853768597339076,0.907453596591949,0.184235629836409,0.130372524261475,1.15990161895752,1.02952909469604,0,6452,2869.00864870846,0.44466966037019,0.450185686349869,0.067963325540202,0.178481325507164,0.733468949794769,0.554987624287605,0,6452,-2869.00864870846,-0.44466966037019,-0.450185686349869,0.0679633255402014,-0.733468949794769,-0.178481325507164,0.554987624287605,0,6404,71380.3810478449,11.1462181523805,8.3305082321167,76.0297588418645,1.22017478942871,2032,2030.77982521057,0,6452,7158.55639922619,1.10950967129978,1.13394093513489,0.0815021587544139,0.774060726165771,1.22474491596222,0.450684189796448,0,679,14160,20.8541973490427,21,5.80418892172793,2,33,31,0,679,73912,108.854197349043,106,28.1600351226925,55,193,138,0,679,105388,155.210603829161,155,5.24774776746864,141,167,26,0,6452,1943.8653717041,0.301281055750791,0.00592041015625,0.447812177088445,0,1.59687805175781,1.59687805175781,0,"1473","20807","2908","2","0.000000",5.5658874434,"4","5.000000",39.112791428,"4","5.000000",0.2839940852,"2","0.000000",5.5658874434,OBIA_SAGA_Mask
"1466","1466",359944.9796,5530830.3596,2909,"5",5,,5,No_Esca,5,"5",No_Esca,"5",No_Esca,"5",,"PolygonZM ((359944.3045416 5530829.9667945 196.796 0, 359944.71496578 5530831.09442564 196.796 0, 359945.6546584 5530830.7524055 196.796 0, 359945.244",0.000625,0.00121104,"0",,,,"1474","20808","2909","1466",2909,6058,4048.9693570435,0.668367341869182,0.693251550197601,0.0937467442620743,0.171715617179871,0.796775579452515,0.625059962272644,0,6186,5074.66777563095,0.820347199423044,0.84157982468605,0.0709565724848691,0.32383406162262,0.891366004943848,0.567531943321228,0,6186,4802.46664854884,0.776344430738578,0.807544410228729,0.109732267283041,0.199187681078911,0.910834729671478,0.711647048592567,0,6186,2527.49785068631,0.408583551679003,0.414697468280792,0.052941681842289,0.182141751050949,0.516639411449432,0.334497660398483,0,6186,-2527.49785068631,-0.408583551679003,-0.414697468280792,0.0529416818422887,-0.516639411449432,-0.182141751050949,0.334497660398483,0,6186,33616.0961099863,5.43422180892116,5.58945798873901,1.487954927261,1.26364541053772,8.91714286804199,7.65349745750427,0,6186,6676.64967924356,1.07931614601416,1.09383952617645,0.0490885344459829,0.785155653953552,1.13944244384766,0.354286789894104,0,660,13494,20.4454545454545,21,7.25144043826825,5,36,31,0,660,76721,116.243939393939,113,28.9252884472031,59,191,132,0,660,102371,155.107575757576,156,6.32352056254004,134,165,31,0,6186,1800.51878356934,0.291063495565686,0.008026123046875,0.437017345466761,0,1.51400756835938,1.51400756835938,0,"1474","20808","2909","2","0.000000",4.0591927825,"4","5.000000",58.480638998,"1","3.000000",0.1932188204,"2","0.000000",4.0591927825,OBIA_SAGA_Mask
"1467","1467",359944.6846,5530829.2256,2910,"3",5,,5,No_Esca,3,"3",No_Esca,"5",No_Esca,"3",,"PolygonZM ((359944.0095416 5530828.8327945 196.35 0, 359944.41996578 5530829.96042564 196.35 0, 359945.3596584 5530829.6184055 196.35 0, 359944.949234",0.000625,0.00121104,"0",,,,"1475","20809","2910","1467",2910,5967,3969.71842636913,0.665278770968515,0.703170537948608,0.115446941750144,0.106949426233768,0.790976107120514,0.684026680886745,0,6076,4966.92835003138,0.817466812052564,0.846236228942871,0.0978772687233831,0.195851281285286,0.892910540103912,0.697059258818626,0,6076,4651.66412343085,0.765580007147934,0.811485409736633,0.138358102913895,0.113801918923855,0.917520701885223,0.803718782961369,0,6076,2514.69633957744,0.413873656941645,0.421202212572098,0.0654037331486528,0.14853473007679,0.547692656517029,0.399157926440239,0,6076,-2514.69633957744,-0.413873656941645,-0.421202212572098,0.0654037331486531,-0.547692656517029,-0.14853473007679,0.399157926440239,0,6076,32833.9340869188,5.40387328619467,5.58073234558105,1.52699765232949,1.26364541053772,8.7032642364502,7.43961882591248,0,6076,6543.6790920496,1.07697154247031,1.09365487098694,0.0555847217088594,0.785155653953552,1.13749015331268,0.352334499359131,0,646,13257,20.5216718266254,21,6.78155353974486,7,35,28,0,646,73094,113.148606811146,110.5,30.0968954753488,54,185,131,0,646,100753,155.96439628483,156,5.66972584866285,142,165,23,0,6076,2082.24983215332,0.342700762368881,0.0035400390625,0.519709617345889,0,1.57223510742188,1.57223510742188,0,"1475","20809","2910","1","3.000000",3.3137691799,"5","7.000000",54.310506996,"4","5.000000",0.1607342029,"1","3.000000",3.3137691799,OBIA_SAGA_Mask
"1468","1468",359944.3896,5530828.0916,2911,"5",7,,7,No_Esca,5,"5",No_Esca,"7",No_Esca,"5",,"PolygonZM ((359943.7145416 5530827.6987945 195.904 0, 359944.12496578 5530828.82642564 195.904 0, 359945.0646584 5530828.4844055 195.904 0, 359944.654",0.000625,0.00121104,"0",,,,"1476","20810","2911","1468",2911,5900,3596.90120923519,0.609644272751727,0.634599149227142,0.133780416226054,0.0854899138212204,0.77936178445816,0.69387187063694,0,6006,4612.5398658216,0.767988655647952,0.810596287250519,0.122646448023077,0.193769171833992,0.879112958908081,0.685343787074089,0,6006,4208.88496404886,0.700780047294183,0.74006450176239,0.164651022545823,0.0903707519173622,0.904047667980194,0.813676916062832,0,6006,2299.94785481691,0.382941700768717,0.39433342218399,0.0722257496391254,0.0840992629528046,0.510475397109985,0.426376134157181,0,6006,-2299.94785481691,-0.382941700768717,-0.39433342218399,0.072225749639125,-0.510475397109985,-0.0840992629528046,0.426376134157181,0,6006,27368.9660507441,4.55693740438629,4.5877742767334,1.56110721678544,1.16897916793823,8.06461334228516,6.89563417434692,0,6006,6291.5957621932,1.04755174195691,1.06867945194244,0.0723567472676233,0.76020210981369,1.1310887336731,0.370886623859406,0,637,13095,20.5572998430141,21,7.75337659320909,5,37,32,0,637,77339,121.411302982732,124,33.7743978589629,54,192,138,0,637,98518,154.659340659341,155,6.49466354096383,138,164,26,0,6006,1056.25973510742,0.175867421762808,0,0.325286993705868,0,1.20124816894531,1.20124816894531,0,"1476","20810","2911","3","1.000000",4.2842576079,"4","5.000000",54.337119174,"3","1.000000",0.1754459987,"3","1.000000",4.2842576079,OBIA_SAGA_Mask
"1469","1469",359944.1655,5530826.8387,2912,"0",0,,0,No_Esca,0,"0",No_Esca,"0",No_Esca,"0",T,"PolygonZM ((359943.4904416 5530826.4458945 195.458 0, 359943.90086578 5530827.57352564 195.458 0, 359944.8405584 5530827.2315055 195.458 0, 359944.430",0.000625,0.00121104,"0",,,,"1477","20811","2912","1469",2912,3297,1545.91019003093,0.468883891425821,0.393530994653702,0.246399589915143,0.0716845914721489,0.999671995639801,0.927987404167652,0,3382,2111.87439036369,0.624445414063777,0.607394158840179,0.213854818914944,0.230312034487724,0.999862253665924,0.7695502191782,0,3382,1858.80727727711,0.549617763831198,0.479823738336563,0.281415133964703,0.0831529274582863,1.15958905220032,1.07643612474203,0,3382,1093.21842330694,0.323246133443803,0.325074762105942,0.102081858124543,0.0986528992652893,0.52366977930069,0.4250168800354,0,3382,-1093.21842330694,-0.323246133443803,-0.325074762105942,0.102081858124544,-0.52366977930069,-0.0986528992652893,0.4250168800354,0,3382,176393.392904997,52.1565324970422,2.50229871273041,467.106373265926,1.15444016456604,6096,6094.84555983543,0,3382,3331.24227160215,0.984991801183369,0.963818520307541,0.12486294419065,0.75609827041626,1.22461092472076,0.468512654304504,0,361,8905,24.6675900277008,25,3.86407231516874,13,34,21,0,361,43874,121.534626038781,128,33.0458347509824,47,174,127,0,361,54687,151.487534626039,151,3.95269602085571,144,163,19,0,3382,585.418167114258,0.173098216178077,0,0.383749478358458,0,1.60049438476562,1.60049438476562,0,"1477","20811","2912","3","1.000000",3.5376165473,"2","0.000000",87.604863232,"3","1.000000",0.1464090596,"3","1.000000",3.5376165473,OBIA_SAGA_Mask
"1470","1470",359944.0034,5530825.7195,2913,5S/S2,5,,5,No_Esca,5,"5",S/S2,"5",No_Esca,"5",S,"PolygonZM ((359943.3283416 5530825.3266945 195.012 0, 359943.73876578 5530826.45432564 195.012 0, 359944.6784584 5530826.1123055 195.012 0, 359944.268",0.000625,0.00121104,"3",/S2,"2",5S,"1478","20812","2913","1470",2913,3740,2401.97551831603,0.642239443400008,0.694597601890564,0.149198652313942,0.0971959680318832,0.777055978775024,0.679860010743141,0,3804,2966.62897925079,0.779870919887168,0.828679859638214,0.144019872887666,0.215836852788925,0.898069381713867,0.682232528924942,0,3804,2811.27196352184,0.739030484627192,0.803844034671783,0.178600193087132,0.0926172658801079,0.901374280452728,0.80875701457262,0,3804,1551.16619870067,0.40777239713477,0.42860272526741,0.0763355140721012,0.134791925549507,0.538856208324432,0.404064282774925,0,3804,-1551.16619870067,-0.40777239713477,-0.42860272526741,0.0763355140721013,-0.538856208324432,-0.134791925549507,0.404064282774925,0,3804,19715.1787565947,5.18274941025096,5.46200609207153,1.65303502667683,1.17354309558868,8.39136791229248,7.2178248167038,0,3804,4050.44621235132,1.06478607054451,1.09109973907471,0.0762737487908903,0.76147449016571,1.13447713851929,0.373002648353577,0,399,9363,23.4661654135338,24,5.10719508996123,9,33,24,0,399,41511,104.037593984962,102,27.8051056458252,50,176,126,0,399,61056,153.022556390977,153,4.87045128509714,141,166,25,0,3804,814.339019775391,0.214074400571869,0.00494384765625,0.41652463709386,0,1.78952026367188,1.78952026367188,0,"1478","20812","2913","3","1.000000",4.0018577181,"4","5.000000",47.323419075,"1","3.000000",0.2063375207,"3","1.000000",4.0018577181,OBIA_SAGA_Mask
"1471","1471",359943.5979,5530824.696,2914,"5",7,,7,No_Esca,5,"5",No_Esca,"7",No_Esca,"5",,"PolygonZM ((359942.9228416 5530824.3031945 194.566 0, 359943.33326578 5530825.43082564 194.566 0, 359944.2729584 5530825.0888055 194.566 0, 359943.862",0.000625,0.00121104,"0",,,,"1479","20813","2914","1471",2914,5800,4032.91780543327,0.695330656109185,0.718729853630066,0.0768518126751892,0.150949373841286,0.790611863136292,0.639662489295006,0,5913,5008.29642081261,0.846997534384002,0.859262406826019,0.0458464529170209,0.36489525437355,0.899226546287537,0.534331291913986,0,5913,4765.88118714094,0.80600053900574,0.833679854869843,0.087611986204942,0.175096839666367,0.917097151279449,0.742000311613083,0,5913,2601.44693776965,0.439953820018544,0.443402498960495,0.0385755489506899,0.164771810173988,0.538856208324432,0.374084398150444,0,5913,-2601.44693776965,-0.439953820018544,-0.443402498960495,0.0385755489506904,-0.538856208324432,-0.164771810173988,0.374084398150444,0,5913,34780.0173515081,5.88195794884291,6.11060190200806,1.3308121847721,1.35557210445404,8.63732051849365,7.28174841403961,0,5913,6460.87173479795,1.09265545996921,1.10396099090576,0.0368754291492377,0.806814312934875,1.13687002658844,0.330055713653564,0,646,13598,21.0495356037152,23,8.01453930938091,5,34,29,0,646,68844,106.569659442724,98.5,34.6800583602686,51,193,142,0,646,100473,155.530959752322,154,6.26638790254236,143,166,23,0,5913,2099.35945129395,0.355041341331633,0.0611419677734375,0.454968097483008,-0.0020599365234375,1.41703796386719,1.41909790039062,0,"1479","20813","2914","1","3.000000",3.8379469756,"4","5.000000",43.233303096,"4","5.000000",0.2012231189,"1","3.000000",3.8379469756,OBIA_SAGA_Mask
"1472","1472",359943.3029,5530823.563,2915,"3",5,,5,No_Esca,3,"3",No_Esca,"5",No_Esca,"3",,"PolygonZM ((359942.6278416 5530823.1701945 194.12 0, 359943.03826578 5530824.29782564 194.12 0, 359943.9779584 5530823.9558055 194.12 0, 359943.567534",0.000625,0.00121104,"0",,,,"1480","20814","2915","1472",2915,5237,3576.80256575346,0.682986932547921,0.703886687755585,0.0944366884760741,0.21112234890461,0.791258335113525,0.580135986208916,0,5367,4444.12911215425,0.828047160826206,0.848150312900543,0.0680208831880569,0.234242826700211,0.887655019760132,0.653412193059921,0,5367,4234.25399045646,0.788942424158089,0.817791759967804,0.116309492649895,0.151091128587723,0.917848289012909,0.766757160425186,0,5367,2277.31674343348,0.42431837962241,0.428278684616089,0.0454535788589146,0.171717166900635,0.530419528484344,0.35870236158371,0,5367,-2277.31674343348,-0.42431837962241,-0.428278684616089,0.0454535788589146,-0.530419528484344,-0.171717166900635,0.35870236158371,0,5367,30307.9084063768,5.64708559835603,5.77968597412109,1.46707013545212,1.35491144657135,8.58122158050537,7.22631013393402,0,5367,5822.07600998878,1.08479150549446,1.09772539138794,0.0473383882263679,0.806666672229767,1.13633549213409,0.329668819904327,0,571,11961,20.9474605954466,21,6.84049237505685,6,34,28,0,571,63032,110.388791593695,111,30.0574956416704,52,182,130,0,571,88328,154.690017513135,154,5.37884112738039,143,164,21,0,5367,2180.25276184082,0.406233046737623,0.025054931640625,0.524038823264584,-0.0020599365234375,1.34931945800781,1.35137939453125,0,"1480","20814","2915","1","3.000000",2.6719834052,"4","5.000000",49.734926846,"4","5.000000",0.1461503529,"1","3.000000",2.6719834052,OBIA_SAGA_Mask
"1473","1473",359943.0079,5530822.429,2916,"0",,,1,na,0,"0",No_Esca,1/na,na,"0",,"PolygonZM ((359942.3328416 5530822.0361945 193.674 0, 359942.74326578 5530823.16382564 193.674 0, 359943.6829584 5530822.8218055 193.674 0, 359943.272",0.000625,0.00121104,"0",,,,"1481","20815","2916","1473",2916,2223,1375.5511816293,0.618781458222807,0.686635971069336,0.17729109162211,0.0377173833549023,0.778207123279572,0.740489739924669,0,2337,1771.6717196703,0.758096585224774,0.821095883846283,0.174275721503495,0.129836991429329,0.867491781711578,0.737654790282249,0,2337,1674.25805863738,0.716413375540171,0.798917412757874,0.209957443911066,0.0437516383826733,0.902709066867828,0.858957428485155,0,2337,890.204240769148,0.380917518514826,0.399751245975494,0.0799467664254313,0.074038565158844,0.503811776638031,0.429773211479187,0,2337,-890.204240769148,-0.380917518514826,-0.399751245975494,0.0799467664254312,-0.503811776638031,-0.074038565158844,0.429773211479187,0,2337,12065.3511104584,5.16275186583585,5.51090526580811,1.70102229589987,1.06115102767944,8.01742172241211,6.95627069473267,0,2337,2479.14382362366,1.0608232022352,1.09216439723969,0.0871891670535771,0.727783203125,1.13057816028595,0.40279495716095,0,246,5477,22.2642276422764,23,5.33733026167229,10,33,23,0,246,28006,113.845528455285,111.5,26.8229765965901,62,184,122,0,246,37585,152.784552845528,152,4.55837534387666,144,163,19,0,2337,114.108825683594,0.0488270542077851,0,0.189358630797887,0,1.14804077148438,1.14804077148438,0,"1481","20815","2916","3","1.000000",8.1730314428,"2","0.000000",40.548857537,"3","1.000000",0.2668268338,"3","1.000000",8.1730314428,OBIA_SAGA_Mask
"1474","1474",359942.7123,5530821.1969,2917,e3,7,,7,No_Esca,3,"3",e,"7",No_Esca,"5",E,"PolygonZM ((359942.0372416 5530820.8040945 193.228 0, 359942.44766578 5530821.93172564 193.228 0, 359943.3873584 5530821.5897055 193.228 0, 359942.976",0.000625,0.00121104,"0",,,,"1482","20816","2917","1474",2917,3252,2236.3885409385,0.687696353302121,0.71850198507309,0.0825537179507019,0.235943332314491,0.767701923847198,0.531758591532707,0,3294,2716.55403453112,0.824697642541323,0.841327428817749,0.0641520455491573,0.359343647956848,0.886340975761414,0.526997327804565,0,3294,2621.17456221581,0.795742125748575,0.832140326499939,0.0999038248526374,0.273690462112427,0.890524685382843,0.616834223270416,0,3294,1372.40092328191,0.416636588731605,0.414750903844833,0.0464053156689096,0.223685130476952,0.520789802074432,0.297104671597481,0,3294,-1372.40092328191,-0.416636588731605,-0.414750903844833,0.0464053156689092,-0.520789802074432,-0.223685130476952,0.297104671597481,0,3294,18690.7775269747,5.67418868457033,5.93779516220093,1.2028211832672,1.27180457115173,7.60962867736816,6.33782410621643,0,3294,3583.66398209333,1.08793684945153,1.1007833480835,0.0435027065590295,0.787173807621002,1.12592267990112,0.338748872280121,0,350,8015,22.9,23.5,6.3465401147847,9,35,26,0,350,36369,103.911428571429,103,26.3768434310809,53,168,115,0,350,53649,153.282857142857,153,5.11496324322979,144,164,20,0,3294,250.297637939453,0.0759859253003804,0,0.206881158998087,-0.0686492919921875,1.06179809570312,1.13044738769531,0,"1482","20816","2917","3","1.000000",8.2840525893,"4","5.000000",55.045933366,"3","1.000000",0.3521978034,"3","1.000000",8.2840525893,OBIA_SAGA_Mask
"1475","1475",359942.3509,5530820.117,2918,"5",7,,7,No_Esca,5,"5",No_Esca,"7",No_Esca,"5",,"PolygonZM ((359941.6758416 5530819.7241945 192.782 0, 359942.08626578 5530820.85182564 192.782 0, 359943.0259584 5530820.5098055 192.782 0, 359942.615",0.000625,0.00121104,"0",,,,"1483","20817","2918","1475",2918,4663,2794.93572685122,0.599385744553126,0.668844282627106,0.173532614360163,0.136676847934723,0.775767028331757,0.639090180397034,0,4821,3582.96933159232,0.743200442147339,0.812294781208038,0.158232538823347,0.271693915128708,0.883194386959076,0.611500471830368,0,4821,3293.49722267687,0.683156445276265,0.775844633579254,0.213067529643164,0.131280198693275,0.899877905845642,0.768597707152367,0,4821,1818.68396067619,0.377242057804645,0.393810361623764,0.0727240992289612,0.133169263601303,0.51746940612793,0.384300142526627,0,4821,-1818.68396067619,-0.377242057804645,-0.393810361623764,0.0727240992289606,-0.51746940612793,-0.133169263601303,0.384300142526627,0,4821,22612.0907962322,4.69033204651156,5.05313110351562,1.90871274818152,1.22920763492584,7.91929578781128,6.69008815288544,0,4821,5011.40085339546,1.03949405795384,1.08147704601288,0.0949473560412699,0.77641499042511,1.12949860095978,0.353083610534668,0,510,11348,22.2509803921569,23,6.93695340680928,5,35,30,0,510,58056,113.835294117647,109,35.3621090197581,52,195,143,0,510,78207,153.347058823529,153,5.09509002176341,142,164,22,0,4821,327.150039672852,0.0678593735060883,0,0.227558770745547,-0.127105712890625,1.07887268066406,1.20597839355469,0,"1483","20817","2918","3","1.000000",7.3315152874,"4","5.000000",58.569325058,"3","1.000000",0.2244465615,"3","1.000000",7.3315152874,OBIA_SAGA_Mask
"1476","1476",359942.0569,5530818.9831,2919,"3",5,,5,No_Esca,3,"3",No_Esca,"5",No_Esca,"3",,"PolygonZM ((359941.3818416 5530818.5902945 192.336 0, 359941.79226578 5530819.71792564 192.336 0, 359942.7319584 5530819.3759055 192.336 0, 359942.321",0.000625,0.00121104,"0",,,,"1484","20818","2919","1476",2919,5770,3769.41478554904,0.653278125745068,0.7054363489151,0.20199212417658,0.0619651228189468,0.899326026439667,0.83736090362072,0,5879,4624.5048879385,0.78661420104414,0.848174750804901,0.178021754036607,0.150763139128685,0.963713645935059,0.812950506806374,0,5879,4383.88760179281,0.745685933286752,0.812570571899414,0.238959975815719,0.0718788057565689,1.04318308830261,0.971304282546043,0,5879,2423.55965746939,0.41224011863742,0.434667736291885,0.0871776829698488,0.122873857617378,0.589133501052856,0.466259643435478,0,5879,-2423.55965746939,-0.41224011863742,-0.434667736291885,0.0871776829698494,-0.589133501052856,-0.122873857617378,0.466259643435478,0,5879,37625.1259288788,6.3999193619457,5.67812919616699,3.83248202836844,1.04276216030121,24.3125,23.2697378396988,0,5879,6247.52836769819,1.06268555327406,1.09568011760712,0.103797361566661,0.721757233142853,1.19205188751221,0.470294654369354,0,643,12021,18.6951788491446,19,5.89280277130075,5,32,27,0,643,81224,126.320373250389,129,29.1188908212532,62,193,131,0,643,100415,156.166407465008,156,5.06830397017856,144,166,22,0,5879,566.544631958008,0.0963675169175043,0,0.227171838907292,0,0.954345703125,0.954345703125,0,"1484","20818","2919","3","1.000000",7.1541398413,"1","3.000000",33.933335018,"3","1.000000",0.2782303161,"3","1.000000",7.1541398413,OBIA_SAGA_Mask
"1477","1477",359941.7619,5530817.8501,2920,"3E/E3,5",5,,5,No_Esca,3,"3","E/E3,5","5",No_Esca,"3",E,"PolygonZM ((359941.0868416 5530817.4572945 191.891 0, 359941.49726578 5530818.58492564 191.891 0, 359942.4369584 5530818.2429055 191.891 0, 359942.026",0.000625,0.00121104,"3","3,5","3",3E/,"1485","20819","2920","1477",2920,2389,1471.64617335796,0.616009281439081,0.658827662467957,0.176893223787623,0.0958030819892883,0.821106314659119,0.72530323266983,0,2474,1881.56838819385,0.760536939447795,0.816834151744843,0.159065491313632,0.258690059185028,0.906107723712921,0.647417664527893,0,2474,1752.1241915524,0.708215113804527,0.767651438713074,0.21877560515545,0.111129999160767,0.952471375465393,0.841341376304626,0,2474,972.444716781378,0.393065770728124,0.411657929420471,0.068777941329724,0.199922442436218,0.510857999324799,0.31093555688858,0,2474,-972.444716781378,-0.393065770728124,-0.411657929420471,0.0687779413297238,-0.510857999324799,-0.199922442436218,0.31093555688858,0,2474,12309.7481882572,4.97564599363671,4.89752149581909,2.18773882410831,1.21190750598907,10.1798248291016,8.96791732311249,0,2474,2587.69242310524,1.04595490020422,1.07743883132935,0.0957052063904955,0.771882832050323,1.14939391613007,0.377511084079742,0,264,5718,21.6590909090909,22,5.26182585180903,8,31,23,0,264,30901,117.049242424242,119.5,29.6066613005498,60,170,110,0,264,40535,153.541666666667,153,5.45489135056462,132,163,31,0,2474,174.90461730957,0.0706970967298182,0,0.238420791929637,0,1.03910827636719,1.03910827636719,0,"1485","20819","2920","3","1.000000",7.4527506154,"4","5.000000",56.181464375,"3","1.000000",0.2455931386,"3","1.000000",7.4527506154,OBIA_SAGA_Mask
"1478","1478",359941.4669,5530816.716,2921,"0",0,,0,No_Esca,0,"0",No_Esca,"0",No_Esca,"1",na,"PolygonZM ((359940.7918416 5530816.3231945 191.445 0, 359941.20226578 5530817.45082564 191.445 0, 359942.1419584 5530817.1088055 191.445 0, 359941.731",0.000625,0.00121104,"0",,,,"1486","20820","2921","1478",2921,417,183.327149510384,0.43963345206327,0.460333436727524,0.0785111104372507,0.311130344867706,0.568362772464752,0.257232427597046,0,464,294.856813669205,0.635467270838803,0.615559041500092,0.0875637228508453,0.524543106555939,0.788464784622192,0.263921678066254,0,464,233.353050947189,0.502916058075839,0.498195677995682,0.0912446368499364,0.36090287566185,0.659282565116882,0.298379689455032,0,464,144.121088504791,0.31060579419136,0.301283806562424,0.0557939947789709,0.224320068955421,0.410063087940216,0.185743018984795,0,464,-144.121088504791,-0.31060579419136,-0.301283806562424,0.0557939947789709,-0.410063087940216,-0.224320068955421,0.185743018984795,0,464,1168.20764815807,2.5176888968924,2.40075063705444,0.50177311875611,1.24415647983551,3.63352036476135,2.38936388492584,0,464,444.433974206448,0.957831840962172,0.954931676387787,0.0454968049445548,0.780254185199738,1.03361630439758,0.253362119197845,0,47,824,17.531914893617,17,4.30660583058062,12,27,15,0,47,6991,148.744680851064,150,7.49032875768106,122,164,42,0,47,7293,155.170212765957,157,4.48789932822279,142,161,19,0,464,0,0,0,0,0,0,0,0,"1486","20820","2921","3","1.000000",9.9414897695,"3","1.000000",51.440609455,"3","1.000000",0.3074935723,"3","1.000000",9.9414897695,OBIA_SAGA_Mask
"1479","1479",359941.1719,5530815.582,2922,"3",3,,3,No_Esca,3,"3",No_Esca,"3",No_Esca,"3",,"PolygonZM ((359940.4968416 5530815.1891945 190.999 0, 359940.90726578 5530816.31682564 190.999 0, 359941.8469584 5530815.9748055 190.999 0, 359941.436",0.000625,0.00121104,"0",,,,"1487","20821","2922","1479",2922,2299,1410.82678332925,0.613669762213679,0.644856870174408,0.089254679438133,0.251704722642899,0.71721875667572,0.465514034032822,0,2400,1884.57415217161,0.785239230071505,0.800947844982147,0.045693369881997,0.576083302497864,0.844174563884735,0.268091261386871,0,2400,1709.31169986725,0.71221320827802,0.740979313850403,0.0987635597941317,0.29196360707283,0.831959664821625,0.539996057748795,0,2400,959.377978175879,0.399740824239949,0.404191225767136,0.0462825215822528,0.206719994544983,0.481594055891037,0.274874061346054,0,2400,-959.377978175879,-0.399740824239949,-0.404191225767136,0.0462825215822527,-0.481594055891037,-0.206719994544983,0.274874061346054,0,2400,10535.6890441179,4.38987043504914,4.63153171539307,0.996539123062547,1.23246645927429,6.14380264282227,4.91133618354797,0,2400,2529.96603566408,1.05415251486003,1.06997978687286,0.0436324928075478,0.777257919311523,1.10455286502838,0.327294945716858,0,257,5391,20.9766536964981,22,6.70148944539113,8,34,26,0,257,29884,116.280155642023,113,27.5169441109537,67,183,116,0,257,39604,154.101167315175,153,5.58254981622241,144,164,20,0,2400,222.689193725586,0.0927871640523275,0,0.259982847236073,0,1.71487426757812,1.71487426757812,0,"1487","20821","2922","3","1.000000",6.7980689165,"4","5.000000",51.356777289,"3","1.000000",0.2428577345,"3","1.000000",6.7980689165,OBIA_SAGA_Mask
